1st,2nd,3rd,4th
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2826.227956535056,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,8571.192218724134,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,3342.1113240678424
2305.0920628623794,2305.0920628623794,2305.0920628623794,3342.1113240678424
3342.1113240678424,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2918.1309870578816,2305.0920628623794,2305.0920628623794
2918.1309870578816,2305.0920628623794,2305.0920628623794,2305.0920628623794
2918.1309870578816,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2918.1309870578816
2305.0920628623794,2305.0920628623794,2305.0920628623794,2918.1309870578816
2305.0920628623794,2918.1309870578816,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2305.0920628623794,2305.0920628623794
2305.0920628623794,2305.0920628623794,2577.864266812433,2305.0920628623794
2305.0920628623794,2577.864266812433,2305.0920628623794,2577.864266812433
2577.864266812433,2577.864266812433,2305.0920628623794,2577.864266812433
2577.864266812433,2305.0920628623794,2577.864266812433,2577.864266812433
2577.864266812433,2577.864266812433,2577.864266812433,2577.864266812433
2577.864266812433,2577.864266812433,2577.864266812433,2577.864266812433
2577.864266812433,2577.864266812433,2577.864266812433,2638.5453747768206
2638.5453747768206,2638.5453747768206,2577.864266812433,2638.5453747768206
2638.5453747768206,2577.864266812433,4339.995805990688,2638.5453747768206
2577.864266812433,2577.864266812433,2577.864266812433,2638.5453747768206
2577.864266812433,2638.5453747768206,2638.5453747768206,2577.864266812433
2638.5453747768206,2577.864266812433,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2742.2571014237024,2638.5453747768206
2638.5453747768206,2742.2571014237024,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2742.2571014237024
2742.2571014237024,2638.5453747768206,2742.2571014237024,2742.2571014237024
2638.5453747768206,2638.5453747768206,2742.2571014237024,2742.2571014237024
2638.5453747768206,2742.2571014237024,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2742.2571014237024,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,5792.370737419636,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2638.5453747768206
2638.5453747768206,2638.5453747768206,2638.5453747768206,2748.9561228599155
2748.9561228599155,2638.5453747768206,2748.9561228599155,2638.5453747768206
2638.5453747768206,2748.9561228599155,2638.5453747768206,2748.9561228599155
2748.9561228599155,2638.5453747768206,2638.5453747768206,2748.9561228599155
2748.9561228599155,2748.9561228599155,2638.5453747768206,2748.9561228599155
2638.5453747768206,2748.9561228599155,2638.5453747768206,2748.9561228599155
2748.9561228599155,2638.5453747768206,2638.5453747768206,2748.9561228599155
2748.9561228599155,2638.5453747768206,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
4990.231691002355,2748.9561228599155,2748.9561228599155,2748.9561228599155
4990.231691002355,2748.9561228599155,2748.9561228599155,2748.9561228599155
4990.231691002355,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
3451.1430218320857,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,4040.97170401487
2748.9561228599155,4040.97170401487,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,3312.5632882486416,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,3312.5632882486416
2748.9561228599155,2748.9561228599155,3312.5632882486416,2748.9561228599155
3312.5632882486416,3312.5632882486416,2748.9561228599155,2748.9561228599155
3312.5632882486416,2748.9561228599155,3312.5632882486416,3312.5632882486416
3312.5632882486416,2748.9561228599155,2748.9561228599155,3312.5632882486416
3312.5632882486416,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,3312.5632882486416
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2748.9561228599155
2748.9561228599155,2748.9561228599155,2748.9561228599155,2836.7290868717855
2836.7290868717855,2836.7290868717855,2748.9561228599155,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2813.26523380054,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2836.7290868717855
2836.7290868717855,2836.7290868717855,2836.7290868717855,2878.0578002877846
2878.0578002877846,2836.7290868717855,2878.0578002877846,2836.7290868717855
2836.7290868717855,2878.0578002877846,2878.0578002877846,2836.7290868717855
2836.7290868717855,2878.0578002877846,2878.0578002877846,2836.7290868717855
2836.7290868717855,2878.0578002877846,2878.0578002877846,2836.7290868717855
2836.7290868717855,2836.7290868717855,2878.0578002877846,4838.123867926176
2878.0578002877846,2878.0578002877846,2748.9561228599155,2878.0578002877846
2878.0578002877846,2806.0604501952043,2878.0578002877846,2836.7290868717855
2878.0578002877846,3246.150910281603,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,16431.426901849987
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
2878.0578002877846,2878.0578002877846,2878.0578002877846,2878.0578002877846
